sub_question_id,primary_question_id,question,sub_question,vec_score,filter_pred
268295,100,你好如有复保怎么办？,你好！请问这医疗保险如果要中止续保可以吗？,0.6674,True
214486,720,我觉得应该你们都骗钱的，人一般生病住院都会去城市医院的,你们这个保险才出现在我手机上 不知道靠不靠谱 可以我一家人都买,0.8322,True
419975,46,广告宣传14元/月（2-12月）,保费是多少一个月，那里写着4块,0.7563,True
462795,298,大到癌症。小到头疼，发热，感冒。,大病小病都可以吗？比如说（感冒）（拉肚子）等等,0.7254,True
42147,623,从复保险能看到吗,微医保可以在哪看到,0.6364,False
468028,852,有具体的资料嘛,有详细资料吗,0.8893,False
319951,581,切除扁桃体能投吗,子宫切除能投不,0.9102,True
355295,579,就是意外扭伤过也没在意，之后腿疼检查说有积液就住院做理疗了,因为觉得舌头有点木，怀疑是脑部有栓塞，但拍了片子之后看没事,0.841,True
319979,581,刚昨晚扁桃体手术能投吗,刚做完扁桃体手术可以投保吗,0.9403,True
190592,620,比如说？,那比如说车祸那,0.6188,False
421718,46,您好，11元是什么意思,132元是什么意思,0.8478,True
368419,2786,刚有个客服问我来着,上面我咨询了个问题,0.7806,False
1323451024595537922,1323450183327748098,我想问下怎么会扣56元微保费呢,扣费不是38吗，怎么扣费是五十呢,0.7918,True
368062,2786,是咋回事啊,不知道是怎么回事,0.7999,False
238420,160,.是的，,嗯是的，,0.9016,False
296771,279,如果门诊可以报销？,门诊费用可以报销？,0.9148,True
298753,658,我是不是保上了,您看我是不是都买了,0.7605,False
334527,206,刚刚收到扣费通知,我刚才订单失效了，但是收到扣费信息了,0.7918,False
44259,623,为什么点不了,为什么买不了,0.8594,False
70136,156,还是不行啊,还是不行，投保不了,0.7757,False
86163,436,不是有种年缴的吗,好像只有年付的,0.7595,True
270408,584,今天开始不要扣款,也请以后不要给我自动扣费了？,0.738,False
30967,636,续保的啥呀,绿通事啥,0.7092,True
189680,329,完全没印象了,有点搞糊涂了,0.6937,False
229862,275,那这以后有返回钱的吗,这个后期有反还的吗,0.9052,True
417245,287,具体介绍有吗,具体有吗介绍,0.9628,False
276180,253,这个保险真的给报销吗,嗯，你这个保险是真的可以报销的吗？,0.9051,True
393335,557,上调保费为什么没有通知？,下年的续保费会通知吗,0.6921,True
245847,719,我同意了没有你们就扣钱了？,为什么自动扣费啊都不经过我同意？,0.7883,True
20975691,20975691,为啥多扣了?,为什么重复扣费了？,0.7462,False
276581,253,这样保险不怎么赶相信,这种保险不可信,0.8241,False
316710,581,本人阮汉途要申请检查住院,我爱人颈椎病不严重住了五天,0.6521,True
174353,780,听人说，他都的年缴才三百至四百左右呢,我看人家的保险一年5000多，保额也才几十万,0.835,True
420450,46,没有，续保不是38吗，怎么是41,不是132起吗？  怎么买本人的就是260多了,0.7733,True
306417,207,缴费刚有人工客服表还没看完,你们百万医疗的人工客服怎么找？我刚才还是通过驾乘险的客服转接的,0.64,False
419546,46,对扣费不大明白,保费不太清楚,0.7658,False
377471,287,到底是什么?,微医保又是啥？?,0.6377,False
413653,893,那就是每年都会涨的对吗,也就是说续保费会年年增长呗,0.9172,True
126931,657,保单号在哪看啊,保单号在哪里查看,0.9332,True
235259,723,我没交呢,没交社保,0.7484,False
401933,195,请问取消续费从哪里申请？,你好，我不想续费了，哪里取消？,0.8249,True
204178,988,这次办理是免费的吗,我这个保障是免费领取的吗？,0.8623,True
401182,195,辛苦先发链接一下，退不退我会再考虑,麻烦给我退下保，我在考虑一下,0.7501,False
286499,743,请问生孩子有报销吗,请问生孩子住院报销吗,0.9524,True
402579,195,一不小心进去了,我不小心点了投保,0.7862,False
217647,805,我有低保也可以头保么,我只有农保，可以买吗,0.7688,True
408689,8,是本人，预约广州罗岗第三附属医院，星期五进行检查住院，请问你公司要通过什么手续，,在广东同江医院（位于广东省佛山市顺德区大良）因为颈椎腰椎盘突出住院，本周一入院的，怎样申请理赔啊,0.7496,True
287018,743,我剖腹产，还以为能报销呢,为什么生产住院又不能报呢？,0.7457,True
410333,8,我这个申请理赔没有人理,我要申请理赔,0.6729,False
367712,2786,我本来也没投呢啊,我没有要买这个啊,0.6779999999999999,False
20299,421,然后想问下那个百万医疗险有没有垫付医药费的功能,还有一个问题，这个保险有提前垫付的功能吗,0.8724,True
340150,570,我发不了,怎么能发给她吗,0.6752,False
189423,329,就是要投40我才问你的,我就是不确定，才问,0.5867,False
175649,711,是今天扣款吗？,保费是在哪里扣呢,0.7655,True
445288,288,我都不知道这个保险都是干什么的，能保什么,你们这都保什么，主要的,0.8714,True
161419,408,门诊针灸，感冒，发烧报销吗？,头疼感冒，在门诊看病，报销嘛？,0.902,True
30622,348,能回答我的问题吗？,能不能回答我上面的问题？,0.9059999999999999,False
127144,657,什么时候开始扣的，保单内容是什么,每个月都从帐户扣款，我为什么查不到保单,0.6979,True
276917,1787,那个保险不是一元起么，怎么成四十了,不是每个月一元钱吗，怎么变成168了,0.8404,True
55382,195,沒有原因,不想保了，没有原因,0.6965,False
410434,8,早上出险怎么联系你们,要是出险怎么联系你们,0.8816,True
276920,1787,我投保了，后续每月不是14元吗？怎么我的后续又要100多元了？,开始是一元钱，后来怎么要340元,0.8521,True
3240,3240,刚已经关闭，这次扣费截止到什么时候？ 洗牙套餐怎样预约？,赠送洗牙卡，如何修改预约时间？,0.8171,True
175929,661,一周半宝宝可以投保吗,11个月宝宝可以投保么,0.9471,True
343142,384,然后理赔,然后再报销么？,0.747,False
145787,819,我这个医保去年买的1，190块，怎么今年207了？,去年940元现在怎么1188元,0.8437,True
148058,525,孩子在学校交的医保也算吗,孩子在学校上的医保是否属于社保,0.8811,True
276918,1787,一元那个,刚才只交1元的那个,0.7529,False
361050,579,可以了吗,可以投保了吗,0.7633,False
861,861,那我这也没享受首月呀,怎么拿到首月1折？,0.6467,True
433236,892,原先不是一个月23元,不是说一年才100多吗,0.7726,True
171959,501,我已经投保一年了，还要继续投保吗,保险期限一年，到期以后还要继续买是吗,0.8166,True
465499,298,其他的呢,没有其他疾病,0.6281,False
188732,329,不知道啊,不懂啊,0.764,False
4091,623,没接到通知啊,会有通知嘛,0.7687,False
126178,719,怎么扣78元,为什么自动扣费了46,0.7431,False
214750,441,人工客服电话号码多少,人工客服电话是多少,0.9727,True
271011,584,怎么把自动续费给关掉,自动续费怎么关掉,0.9618,True
206659,694,有医保为什么钱多,为什么有社保交的钱少呢,0.8643,True
326860,625,之前 我在你家给我爱人买的保单,请问我已经替我老公投了一份保险,0.7662,False
379035,624,先不弄了，周转过来再续上,不需要了，下次看，先炒菜,0.7506,False
190418,699,能打个比方吗,一万免赔额，打个比方,0.6453,False
298409,244,"你好，
因为我是给婴幼儿购买，所以出险的几率大，
如果出险，第二年，或者以后会承保不
或者，这个病正在治疗中，到了续保的时间了，还会承保不",主要是考虑续保的事情。因为现在身体状态很好，以后是否会出现拒保的情况？或者说除了刚才提到的欺诈等情况，还有什么情况会拒保？,0.8287,True
276893,1787,为啥扣三百六十多那,一元一月为什么扣二十多呢,0.8157,False
203541,478,是从零钱里面扣吗,如果零钱余额不足，是直接扣银行卡吗？,0.848,True
298409,244,"你好，
因为我是给婴幼儿购买，所以出险的几率大，
如果出险，第二年，或者以后会承保不
或者，这个病正在治疗中，到了续保的时间了，还会承保不",主要是考虑续保的事情。因为现在身体状态很好，以后是否会出现拒保的情况？或者说除了刚才提到的欺诈等情况，还有什么情况会拒保？,0.8287,True
214639,441,人工电话多少，,人工电话多少,0.9753,True
276663,253,是骗局吗？,不会是骗子吧？,0.8499,False
466125,298,别的病住院也可以报销吗,其他病住院有报销吗,0.8836,True
415898,638,还能续保吗？会影响到住院报吗？,一旦患病会影响以后续报吗？,0.7562,True
381508,749,那先不续费,那就不投了,0.8001,False
54484,232,已经交了两年了吧 以为早交不会增加费用才交的,我以前买的保险每年都一样，为什么你们这个费用越来越高呢,0.7267,True
378201,624,没有原因,哦，没问题,0.7192,False
402319,195,退保还有回款吗？,退保后钱能退回来吗？,0.7783,True
326833,625,6月份投保,我元月份买了,0.6969,False
379079,624,我过几分钟回复你,好的  我看下等下联系你,0.7409,False
348553,581,如果身体有胃步手术患者乙型肝炎可以买吗,你好！我7年前乙肝住院已痊愈，2年前做了白内障手术，可以投保吗？,0.8804,True
234668,723,那还是无社保的合适！,那我买无社保是比较稳妥的咯,0.7955,True
401966,195,哪种方法退保更实惠,几种方式可以退保,0.7475,True
434903,853,那买保单的时候你们都没说这个条例呀,可是保险合同条款上为什么不写明？,0.7407,True
389485,336,一元那个住院全部报销吗？,如果住院的 话 他是所有的都报吗,0.8222,True
326169,625,我去年投保了,我早就投保了,0.8283,False
413802,893,那你这么说是每年都要涨了,也就是说每年都要涨价,0.8691,True
332222,66,我的钱，能白花吗？,客户交的钱等于白交了？,0.7659999999999999,False
452232,200,你好:出院结账时能不能一起算,出事了能一起报销吗？,0.6748,True
276938,1787,两份都是，每月扣32的，今天扣费了其中一份是扣除45,我6月13号交了一元，今天扣了我252元，以前没说明每月扣这么多,0.8013,True
141038,381,也就是不能超过一万吗？,就是得超过1万是吧,0.7497,True
409872,8,出院后到哪个部门进行理赔,被保险人出险怎么办理理赔，联系你们还是泰康公司,0.8026,True
422927,46,不是说每月11元,不是每月11元吗？,0.919,False
423186,46,现在34元,现在投保多少钱,0.6639,False
83607,288,全民保险，｜元的,全民保医疗险,0.6881,False
20975941,20975361,你好，我买了一款护身福意外险怎么没有审核通过，费用也没有推给我呀,请问一下老师们，做车险送的驾乘保，保单上怎么没有,0.7098,True
134956,290,为什么，我真是有毛病了，在个宝法,你这是什么保险。怎么来到我微信里了。,0.6516,True
60199,9,你们这保险公司报案号码，我们都不知道,你们报案电话是多少,0.7406,True
489157,4003470,这个保险保新冠吗？,保险保新冠肺炎吗,0.8302,True
186399,248,什么时候有人联系,你们怎么没有人联系我的呢,0.7455,False
221147,766,特定是什么意思,特殊门诊是什么意思,0.8495,True
235012,723,一周半，没有社保,三岁娃娃没有社保呢,0.7799,False
126365,657,可以查保单嘛,可以查询保单么？,0.8814,True
442067,1133,好了，知道了,好了，知道了,1.0,False
87266,395,您好！前面都填完了，到了缴费这里就投不上了,我填写完所有信息，提交支付，但系统没有任何反应,0.8339,True
363839,700,要去医院让医生开证明是吧？,这个健康状况是需要去医院开具证明吗？,0.7911,True
190214,432,我能收到那的赔金吗,理赔能得多少钱？,0.7051,False
126484,657,投保后怎么查保单号,我投保后怎么查询保单,0.927,True
20974651,4003513,是包含新冠吗,新冠肺炎也能保吗,0.8211,True
352283,579,你好:星期五才检查住院，现在我是问你，因为我什么都搞不懂，子女们都在外打工，本人水平有限，怎样回家后跟你联系,就是有一次从成都一晚上的硬座回来，头晕痛，然后我们不放心，就带我妈去医院查了下,0.7358,True
87480,395,到这里就填不了了,到了支付这就点不了了,0.7476,False
42522,623,我不知道在哪里扫,不知道在那里关注,0.7505,False
1323451658812592130,1323451658007285761,请问后续费为什么是87元，不是14元吗,原先不是说每月只需14元怎么会收143元了,0.8306,True
449857,461,退保款为什么还没到,我的退保的怎么还没到账,0.929,True
87158,395,我选了可投不了,我投保不了！,0.8197,False
433057,893,按你们这种说法以后还会随着年龄的增长保费也增长呗,也就是说随着年龄的增长价格也会上涨嘛？,0.9422,True
54724,195,"已经按步骤操作了
但是没有显示退保成功呢！
请问可以了吗？","我刚才填的信息有点问题，
已经在泰康上操作了退保，
请问这里怎么还没退保呢",0.8265,True
367723,2786,我不会办,我不会弄,0.9219,False
1323468094301814785,1323468092900917249,扣我107元成功是么意思？,方才扣了我87元是怎么回事？,0.8556,True
1323468094301814785,1323468092900917249,刚扣费50是什么意思？,方才扣了我87元是怎么回事？,0.8323,True
276950,1787,月只售一份钱也块钱的那保,那个一元保单是每个月一元吗,0.6903,False
362409,579,就是今天高血压。要住院,住院是中毒性脑病。,0.6553,True
20974081,20974081,申请方式不会,事务申请路径,0.6901,False
419958,46,问一下这是一年132一月是11,你好请问这个是132一年吗,0.815,True
137151,617,或者被蹭伤之类的,或者轻度的摔伤，撞伤呢,0.8264,False
448974,265,后期怎样付费,后期怎么交钱啊？,0.856,False
45764,1744,过去两年内住过院,过去两年内有住过院,0.9782,True
299696,838,那我这出院是不是直接可以缴费报销,那就是说出院就能直接理赔吗？,0.8218,True
408689,8,%%NjEwMzIzMTk2OTAyMTkyMTM5&&吕顺,在广东同江医院（位于广东省佛山市顺德区大良）因为颈椎腰椎盘突出住院，本周一入院的，怎样申请理赔啊,0.348,False
469118,657,哪里看？,在哪里查保单？,0.7563,False
419958,46,问一下这是一年132一月是11,你好请问这个是132一年吗,0.815,True
171429,501,共交几年,一共交几年,0.961,False
1323451687765331970,1323451658007285761,上个月还是38，今天扣费变成41了,怎么之前每个月是38，现在成了41,0.8471,True
356124,579,是因为腺状体大，,是平滑肌瘤,0.7771,True
353262,579,你查看一下哪个涨45元,你就帮我查询一下我有圣结石怎么选择,0.6491,False
317934,581,做了微创,我只做了微创手术,0.7758,False
462608,298,是咽喉部,耳鼻喉科的疾病可以吗？,0.6741,False
30870,419,我买这个百万医保，有医疗费垫付功能吗,您好，请问百万医疗有医药费垫付服务吗？,0.885,True
409063,8,那要是住院了怎么联系你们,以后住院了怎么联系你们,0.9563,True
15833,1098,保险到期自动扣费怎么办,这个怎么自己续费啊,0.8477,True
408513,8,咋个赔发,咋理陪,0.7773,False
443240,288,主要保那些,主要保哪些,0.9795,True
433486,184,好的 我先有点事忙了 等空了看了在联系你,噢，我先忙，等下再问你,0.889,False
375268,372,这个能改么,那我的保单可以改吗,0.7289,False
383460,905,前面聊的你是忘的一干二净,你是机器人吧，上面的问题你没回答好,0.6073,False
430822,477,怎么做客服,你是客服吗,0.6857,False
111036,119,之前不是46吗？,之前不是一百多吗？,0.8668,True
42049,623,已经申请了，,我们已经预约过了,0.7967,False
342533,384,如果说住院后期产生医疗费，这个保险会先垫付吗,如果发生风险住院，费用是我们预先垫付的吗？,0.9291,True
419480,46,你看看，我现在都交多少了,我想问我的保单是多少钱,0.7206,True
20976331,20976331,这个截图不可以。,有多张图片嘛？,0.6684,False
456020,285,那当地医院就给报了吗,在当地看病报销不？,0.8047,True
4904,623,没查出来,这个查不到,0.6504,False
245823,369,平时去医院特需门诊看病 能报销吗？,如果小孩感冒发热挂特需门诊看病也是可以报销的咯？,0.8656,True
249086,849,我昨天已退保申请成功了，今天8:05怎么又发来续保成功？,您好，之前已经取消自动扣费，怎么今天又扣费,0.7173,True
409912,8,我买了你们这个百万医疗，请问这个赔付需要什么呢,好得，那么百万医疗报销要那些手续,0.7969,True
43730,623,点了保险服务后，直接就到客服你这儿了,保险服务点进去就是这个界面,0.7424,False
1318095541021605890,1318095541021605890,发不出去解图,链接文字不显示,0.5920000000000001,False
801,801,那个扣费截图我不知怎么发，好像发不出来。,我的银行卡不能拍照识别怎么办？,0.6985,True
1323451965235318786,1323451755444621313,已经扣除我一年钱。我都不知情，你们这是什么小程序，抢钱吗,就玩抖音点开看一下就给我乱扣费，你说你们这个不是骗子是什么？,0.83,True
433572,184,我就是先了解了解,我就了解了解,0.8941,False
126145,719,而且不需要密码就扣费？？？,购买时为什么一定要设置免密码支付？,0.7572,True
397370,185,崔立美，%%MTM5NjQzNTg4OTU=&&,"周立颖0
投保人王震21028119840817881x13664239959",0.6909,False
1323451965235318786,1323451755444621313,就是今天早上才扣的80块钱，你们那里订了上面那个一般有我的这个身份证号码就查的到啊。,就玩抖音点开看一下就给我乱扣费，你说你们这个不是骗子是什么？,0.7252,True
30081,910,要找相关部门反应你们这种问题,你们不会向公司反应问题啊？每天点个几十次都不行,0.6812,True
359650,579,请问乳房结节可保吗,请问乳腺结节可以买吗,0.9424,True
433343,184,好的，稍等一下我找一下,稍等我试一下,0.8904,False
402852,254,是你们这个平台的，你们不是平安保险吗？,不是你们微信的，你们是平台是吧,0.8788,True
20972051,20972051,那个朋都扣,事假怎么扣薪？,0.5596,False
320498,226,如果三天后收不到退款，只能投诉了,明天还退不了我就投诉你们了,0.8525,False
349770,579,都扣一年多了,都做了六七年了,0.7090000000000001,False
249005,1016,泰康的百万医疗险,我投那个百万医疗险,0.8469,False
1322063478745997314,50,看到了没,听懂了吗,0.7312,False
20976931,20975293,就是这个啊。,这是第一个的啊,0.6969,False
20976881,20973091,我知到，你能看到扣我多少了吗,我要查保单缴费情况,0.7012,True
367703,587,没在了吗,在了没,0.863,False
192955,198,家里不允许,我不方便申请理赔家里还不能给申请啊,0.5634,False
433223,892,当初不是上回是吗？是四块三，那个时候就是那个时候，每个月都是那么多，现在扣87，我不买了嗯，取消了,保险一般是不是刚开始价格都低，越到后面越高？我原来买过几款好像都是这样,0.7302,True
189204,329,是这个吗？,不是吧？,0.5972,False
397279,185,李斌%%MzcwMzAyMTk5MDExMDIyOTEy&&,李冉 classicalweixin 15013507675,0.7649,False
205354,269,这边是什么保险吗？,这里是什么保险？,0.9129,True
397347,185,微信号libin304290979昵称乡村,姓名邓红喜   微信号dick404864108   微信名～jack   电话17602247432,0.8796,False
41324,488,我要是真住院了，你能知到吗？,假如投保人生病住院了，赔偿前你们怎么核对,0.7241,True
20976331,20976331,截图发不了,有多张图片嘛？,0.6441,False
54092,858,要身份证正反面,要不要身份证照片,0.8649,False
273080,778,干嘛要?,要我的数据做什么？,0.6048,False
383330,296,这个保险买了有等待期吗？,这个保险有等待期吗,0.9252,True
314043,581,徐义红继续全年355.2,孙吉华，男，13816595238肛周囊肿今年过年期在上海龙华医院,0.5659,False
276608,253,等下你们有把我相信透露出去,别人都不相信小程序，都说我被骗了，我家人都不信这个,0.7152,False
378073,624,那就没有了,好，那我没问题了,0.8706,False
439985,423,只有李的涨了呗,噢 只有一款好吧,0.6274,False
87291,395,上次也是,前几天验证过几次都是这种情况,0.5604,False
370734,739,牙科治疗门诊怎么报销？,请问门诊的牙齿治疗费可以报吗？,0.8535,True
30620,348,从哪回复我,回复下,0.6432,False
295918,279,门诊都能报销吗,门诊能报销吗,0.9664,True
416712,287,这个百万医疗保险,百万医疗保险,0.9345,False
